module,group,parameter,label,symbol,description,units,default,source
meteorology,rainfall,rain_sw,Rain switch,Theta_rain,Switch to configure rainfall input concentrations,-,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,rainfall,rain_factor,Rain factor,f_R,Scaling factor to adjust the rainfall data,-,1,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,rainfall,catchrain,Catchment rain,Theta_runin,Switch that configures runoff from exposed banks of lake area,-,.false.,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,rainfall,rain_threshold,Rain threshold,R_L,Daily rainfall amount required before runoff from exposed banks occurs,m,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,rainfall,runoff_coef,Runoff coefficient,f_ro,Conversion fraction of infiltration excess rainfall to runoff,-,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,wind,cd,Drag coefficient,C_D,Bulk aerodynamic transfer coefficient for momentum,-,0.0013,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,wind,wind_factor,Wind factor,f_U,Scaling factor to adjust the windspeed data,-,1,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,fetch,fetch_mode,Fetch mode,Theta_fetch,Switch to configure which wind-sheltering/fetch option to use,-,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,fetch,Aws,Wind sheltering area,A_WS,Area-based wind sheltering coefficient,-,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,fetch,Xws,Wind sheltering length,x_WS,Length-scale wind sheltering coefficient,-,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,fetch,num_dir,Number of directions,,Number of wind direction reference points being read in,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,fetch,wind_dir,Wind directions,Phi_wind,Wind directions used for wind-sheltering effects,deg,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
meteorology,fetch,fetch_scale,Fetch scale,f_WS,Direction specific wind-sheltering scaling factors,-,1,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,num_inflows,Number of inflows,N_INF,Number of inflows to be simulated,-,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,names_of_strms,Stream names,,Names of each inflow,string,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,subm_flag,Submerged flag,Theta_subm_I,Switch indicating if the inflow is entering as a submerged input,-,.false.,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,strm_hf_angle,Half angle,alpha_inf,Angle describing the width of an inflow river channel (half angle),deg,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,strmbd_slope,Streambed slope,Phi_inf,Slope of the streambed / river thalweg for each river,deg,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,strmbd_drag,Streambed drag,C_D_inf,Drag coefficient of the river inflow thalweg,-,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,coef_inf_entrain,Entrainment coef,C_entrain,Entrainment coefficient for inflows,-,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,inflow_factor,Inflow factor,f_inf_I,Scaling factor for inflow data,-,1,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,inflow_fl,Inflow file,,Filename(s) of the inflow CSV boundary condition files,string,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,inflow_varnum,Inflow var count,,Number of variables in the columns of inflow file,-,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,inflow_vars,Inflow variables,,Names of the variables in the inflow file,string,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
inflow,,time_fmt,Time format,,Time format of the 1st column in the inflow file,string,YYYY-MM-DD hh:mm:ss,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,num_outlet,Number of outlets,N_OUTF,Number of outflows to be included in this simulation,-,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,outflow_fl,Outflow file,,Filename of the file containing the outflow time-series,string,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,time_fmt,Time format,,Time format of the 1st column in the outflow file,string,YYYY-MM-DD hh:mm:ss,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,outflow_factor,Outflow factor,f_outf,Scaling factor used as a multiplier for outflows,-,1,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,outflow_thick_limit,Outflow thick limit,delta_outf_max,Maximum vertical limit of withdrawal entrainment,m,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,single_layer_draw,Single layer draw,Theta_outf_single,Switch to force outflows from layer at the outlet elevation height,-,.false.,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,flt_off_sw,Floating offtake,Theta_flt_O,Switch to indicate if the outflows are floating offtakes,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,,outlet_type,Outlet type,Theta_outf,Switch to configure approach of each withdrawal,-,1,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,normal_withdrawal,outl_elvs,Outlet elevations,h_outf_O,Outlet elevations,m,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,normal_withdrawal,bsn_len_outl,Basin length at outlet,L_outf_O,Basin length at the outlet height(s),m,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,normal_withdrawal,bsn_wid_outl,Basin width at outlet,W_outf_O,Basin width at the outlet heights,m,,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,crit_O2,Critical O2,,Critical oxygen threshold,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,crit_O2_dep,Critical O2 depth,,Critical oxygen depth,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,crit_O2_days,Critical O2 days,,Critical oxygen days,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,outlet_crit,Outlet criteria,,Outlet criteria,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,O2name,O2 name,,Oxygen variable name,string,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,O2idx,O2 index,,Oxygen variable index,string,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,target_temp,Target temperature,,Target temperature for adaptive withdrawal,degC,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,min_lake_temp,Min lake temperature,,Minimum lake temperature,degC,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,fac_range_upper,Upper range factor,,Upper range factor for adaptive withdrawal,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,fac_range_lower,Lower range factor,,Lower range factor for adaptive withdrawal,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,mix_withdraw,Mix withdraw,,Mix withdrawal switch,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,coupl_oxy_sw,Coupled oxygen switch,,Coupled oxygen switch,-,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,adaptive_withdrawal,withdrTemp_fl,Withdrawal temp file,,Filename with temperature time-series for adaptive withdrawal,string,-,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,seepage,seepage,Seepage,Theta_seep,Switch to enable seepage of water from the lake bottom,-,.false.,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,seepage,seepage_rate,Seepage rate,G or K_seep,Seepage rate of water or soil hydraulic conductivity,m/day,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,overflow,crest_width,Crest width,W_weir,Width of weir where lake overflows,m,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
outflow,overflow,crest_factor,Crest factor,C_D_weir,Drag coefficient associated with the weir crest,-,0,https://aquatic.science.uwa.edu.au/research/models/GLM/configuration.html
