module,group,parameter,label,symbol,description,units,default,source
aed_organic_matter,BREAKDOWN AND MINERALISATION,don_miner_product_variable,NH4 production link,NH4,State variable to receive NH4,-,NIT_amm,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,BREAKDOWN AND MINERALISATION,dop_miner_product_variable,PO4 production link,PO4,State variable to receive PO4,-,PHS_frp,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,REFRACTORY ORGANIC MATTER,simRPools,Refractory OM pools option,Theta_{refracom},Option to include refractory OM pools including DOMR and CPOM,-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,REFRACTORY ORGANIC MATTER,Rdomr_minerl,DOMR mineralisation rate,R_{DOMRminerl},Reference DOMR mineralisation rate @ 20°C,/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,REFRACTORY ORGANIC MATTER,Rcpom_bdown,CPOM breakdown rate,R_{CPOMbdown},Reference CPOM hydrolysis/breakdown rate @ 20°C,/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,REFRACTORY ORGANIC MATTER,X_cpom_n,CPOM nitrogen stoichiometry,chi_{cpomC:N},CPOM nitrogen stoichiometry,mmolN/mmolC,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,REFRACTORY ORGANIC MATTER,X_cpom_p,CPOM phosphorus stoichiometry,chi_{cpomC:P},CPOM phosphorus stoichiometry,mmolP/mmolC,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,LIGHT,KeDOM,DOM light attenuation coefficient,K_{DOMe},Specific light attenuation coefficient for DOM,/m/(mmolC/m3),,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,LIGHT,KePOM,POM light attenuation coefficient,K_{POMe},Specific light attenuation coefficient for POM,/m/(mmolC/m3),,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,LIGHT,KeDOMR,DOMR light attenuation coefficient,K_{DOMRe},Specific light attenuation coefficient for DOMR,/m/(mmolC/m3),,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,LIGHT,KeCPOM,CPOM light attenuation coefficient,K_{CPOMe},Specific light attenuation coefficient for CPOM,/m/(mmolC/m3),,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,LIGHT,simPhotolysis,Photo-mineralisation option,Theta_{photoom},Option to include photo-mineralisation of DOMR,-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,LIGHT,photo_c,Photolysis constant,c_{photo},Photolysis constant,-,7.5,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,PARTICLE SETTLING,settling,POM settling method,Theta_{pomset},Option to set the method of settling for POM and CPOM,-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,PARTICLE SETTLING,w_pom,POM sedimentation velocity,omega_{pom},Sedimentation velocity of POM detrital particles (used if settling = 1 or 2),m/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,PARTICLE SETTLING,d_pom,POM particle diameter,d_{pom},Diameter of POM detrital particles (used if settling = 3),m,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,PARTICLE SETTLING,rho_pom,POM particle density,rho_{pom},Density of POM detrital particles (used if settling = 3),kg/m3,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,PARTICLE SETTLING,w_cpom,CPOM sedimentation velocity,omega_{cpom},Sedimentation velocity of CPOM particles (used if settling = 1 or 2),m/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,PARTICLE SETTLING,d_cpom,CPOM particle diameter,d_{cpom},Diameter of CPOM detrital particles (used if settling = 3),m,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,PARTICLE SETTLING,rho_cpom,CPOM particle density,rho_{cpom},Density of CPOM detrital particles (used if settling = 3),kg/m3,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,RESUSPENSION,resuspension,POM resuspension method,Theta_{pomresus},Option to set the method of resuspension for POM and CPOM,-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,RESUSPENSION,resus_link,Resuspension diagnostic link,-,Diagnostic variable to link to for resuspension rate,-,NCS_resus,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,RESUSPENSION,sedimentOMfrac,Sediment organic matter fraction,c_{om},Fraction by weight of surficial sediment organic matter,gOM/gsediment,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,RESUSPENSION,Xsc,Sediment C stoichiometry,chi_{sedOM:C},Stoichiometry of sediment particulate carbon,mmolC/gOM,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,RESUSPENSION,Xsn,Sediment N stoichiometry,chi_{sedOM:N},Stoichiometry of sediment particulate nitrogen,mmolN/gOM,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,RESUSPENSION,Xsp,Sediment P stoichiometry,chi_{sedOM:P},Stoichiometry of sediment particulate phosphorus,mmolP/gOM,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,Fsed_doc,Sediment DOC flux,F_{docsed},Reference sediment DOC flux at 20°C,mmolC/m2/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,Fsed_don,Sediment DON flux,F_{donsed},Reference sediment DON flux at 20°C,mmolN/m2/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,Fsed_dop,Sediment DOP flux,F_{dopsed},Reference sediment DOP flux at 20°C,mmolP/m2/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,Ksed_dom,Sediment DOM flux O2 half-saturation,K_{oxysed-dom},Half-saturation oxygen concentration controlling DOM sediment flux,mmolO2/m3,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,theta_sed_dom,Sediment DOM flux temperature scaling,theta_{domsed},Arrhenius temperature multiplier for sediment DOM flux,-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,Fsed_doc_variable,Sediment DOC spatial link,F_{docsed},Variable name for spatially resolved sediment DOC zones,mmolC/m2/d,SDF_Fsed_doc,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,Fsed_don_variable,Sediment DON spatial link,F_{donsed},Variable name for spatially resolved sediment DON zones,mmolN/m2/d,SDF_Fsed_don,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
aed_organic_matter,SEDIMENT EXCHANGE,Fsed_dop_variable,Sediment DOP spatial link,F_{dopsed},Variable name for spatially resolved sediment DOP zones,mmolP/m2/d,SDF_Fsed_dop,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_organic_matter
