module,group,parameter,label,symbol,description,units,default,source
aed_sedflux,config,sedflux_model,Sediment model,Theta_sed,"Switch to select sediment flux model (0=static, 1=dynamic)",-,0,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_sedflux,config,nzones,Number of zones,N_zones,Number of sediment zones for spatially varying fluxes,-,1,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_sedflux,config,Fsed_oxy,Sed O2 flux,F_sed^oxy,Sediment O2 flux for each zone (comma-separated),mmol O2/m2/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_sedflux,config,Fsed_amm,Sed NH4 flux,F_sed^amm,Sediment NH4 flux for each zone,mmol N/m2/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_sedflux,config,Fsed_nit,Sed NO3 flux,F_sed^nit,Sediment NO3 flux for each zone,mmol N/m2/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_sedflux,config,Fsed_frp,Sed PO4 flux,F_sed^frp,Sediment PO4 flux for each zone,mmol P/m2/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_sedflux,config,Fsed_rsi,Sed RSi flux,F_sed^rsi,Sediment RSi flux for each zone,mmol Si/m2/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,domain,dz_sed,Sediment layer thickness,dz_sed,Thickness of sediment layers,m,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,domain,n_sed_layers,Number of layers,N_sed,Number of sediment layers,-,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,domain,n_zones_sed,Number of zones,N_zones_sed,Number of sediment zones,-,1,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,porosity,w_sed,Burial velocity,w_sed,Sediment burial (advection) velocity,m/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,porosity,porosity,Porosity,phi,Sediment porosity,-,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,oxygen,Ksed_O2,K sed O2,K_sed_O2,Half-saturation O2 for sediment processes,mmol O2/m3,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,organic_matter,Fsed_doc,DOC sedimentation,F_sed^doc,Rate of DOC sedimentation to the sediment,mmol C/m2/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,organic_matter,Fsed_poc,POC sedimentation,F_sed^poc,Rate of POC sedimentation to the sediment,mmol C/m2/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,organic_matter,Kd_OM,OM decomposition rate,K_d^OM,Sediment organic matter decomposition rate,/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,organic_matter,theta_Kd_OM,Theta OM decomp,theta_Kd^OM,Temperature multiplier for OM decomposition,-,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,nitrogen,R_nitrif_sed,Sed nitrification,R_nitrif^sed,Nitrification rate in the sediment,/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,nitrogen,R_denit_sed,Sed denitrification,R_denit^sed,Denitrification rate in the sediment,/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,nitrogen,Ksed_NH4,K sed NH4,K_sed_NH4,Half-saturation for sediment NH4 processes,mmol N/m3,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,nitrogen,Ksed_NO3,K sed NO3,K_sed_NO3,Half-saturation for sediment NO3 denitrification,mmol N/m3,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,phosphorus,Ksed_PO4_release,K sed PO4 release,K_PO4^release,Half-saturation O2 controlling PO4 release from sediment,mmol O2/m3,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,phosphorus,K_sorp_PO4,PO4 sorption coef,K_sorp^PO4,Sediment PO4 sorption coefficient,-,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,silica,Kd_BSi,BSi dissolution rate,K_d^BSi,Biogenic silica dissolution rate in sediment,/d,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
aed_seddiagenesis,silica,theta_Kd_BSi,Theta BSi dissoln,theta_Kd^BSi,Temperature multiplier for BSi dissolution,-,,https://aquaticecodynamics.github.io/aed-science/sediment-biogeochemistry.html
