module,group,parameter,label,symbol,description,units,default,source
aed_phytoplankton,NITROGEN,R_nuptake,Max N uptake rate,R_{nuptake},Maximum nitrogen uptake rate (used if simINDynamics = 2),mmol N/m3/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,NITROGEN,k_nfix,N fixation growth reduction,k_{nfix},Growth rate reduction under maximum nitrogen fixation (used if simNFixation > 0),/day,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,NITROGEN,R_nfix,N fixation rate,R_{nfix},Nitrogen fixation rate,mmol N/mmol C/day,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,simDIPUptake,Simulate DIP uptake,,"Simulate DIP uptake (0 = false, 1 = true)",-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,simIPDynamics,Internal P dynamics,,"Simulate internal phosphorus dynamics (0 = assumed fixed C:P, 2 = dynamic C:P)",-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,P_0,P uptake threshold,,Phosphorus concentration below which uptake is 0,mmol P/m3,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,K_P,P half-saturation constant,K_P,Half-saturation concentration of phosphorus,mmol P/m3,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,X_pcon,Constant internal P,X_{pcon},Constant internal phosphorus concentration (used if simIPDynamics = 0 or 1),mmol P/mmol C,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,X_pmin,Minimum internal P,X_{pmin},Minimum internal phosphorus concentration (used if simIPDynamics = 2),mmol P/mmol C,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,X_pmax,Maximum internal P,X_{pmax},Maximum internal phosphorus concentration (used if simIPDynamics = 2),mmol P/mmol C,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,PHOSPHORUS,R_puptake,Max P uptake rate,R_{puptake},Maximum phosphorus uptake rate (used if simIPDynamics = 2),mmol P/m3/d,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SILICA,simSiUptake,Simulate Si uptake,,"Simulate Si uptake (0 = false, 1 = true)",-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SILICA,Si_0,Si uptake threshold,,Silica concentration below which uptake is 0,mmol Si/m3,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SILICA,K_Si,Si half-saturation constant,K_{Si},Half-saturation concentration of silica,mmol Si/m3,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SILICA,X_sicon,Constant internal Si,X_{sicon},Constant internal silica concentration,mmol Si/mmol C,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SETTLING,c1,Density increase rate coefficient,,Rate coefficient for density increase,kg/m3/s,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SETTLING,c3,Density decrease rate coefficient,,Minimum rate of density decrease with time,kg/m3/s,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SETTLING,f1,Downward motility N fraction,,Fraction of maximum intracellular nitrogen where motility tends down towards nutrients,-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SETTLING,f2,Upward motility N fraction,,Fraction of maximum intracellular nitrogen where motility tends up towards light,-,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
aed_phytoplankton,SETTLING,d_phy,Mean cell diameter,d_{phy},Phytoplankton mean cell diameter,m,,https://aed.see.uwa.edu.au/research/models/AED/aed_dbase/db_edit.php?table=aed_phytoplankton
