time,flow
2021-01-31,0.00163077828885512
2021-02-01,0.00192709100710918
2021-02-02,0.00238791254646925
2021-02-03,0.00274730705766332
2021-02-04,0.00475827503310894
2021-02-05,0.00548091401065766
2021-02-06,0.00613072236425381
2021-02-07,0.00627701897540246
2021-02-08,0.00610737376118593
2021-02-09,0.00734099679829457
2021-02-10,0.00891250169450596
2021-02-11,0.00921493737918311
2021-02-12,0.00829519671106758
2021-02-13,0.00795924413086121
2021-02-14,0.0136987882772209
2021-02-15,0.0197200566235388
2021-02-16,0.0264969886700693
2021-02-17,0.0245110430485532
2021-02-18,0.0228244687409463
2021-02-19,0.0219011254026271
2021-02-20,0.020528824604243
2021-02-21,0.0195211327098292
2021-02-22,0.018331786447001
2021-02-23,0.016528735225974
2021-02-24,0.01499034622423
2021-02-25,0.0142370857691038
2021-02-26,0.0248734498188369
2021-02-27,0.0330127554850169
2021-02-28,0.0364037960190447
2021-03-01,0.0280590569540939
2021-03-02,0.0174581097155704
2021-03-03,0.0110141259420014
2021-03-04,0.00869702362487593
2021-03-05,0.00801073365346591
2021-03-06,0.00840796313425398
2021-03-07,0.00876325310363658
2021-03-08,0.00792657733402666
2021-03-09,0.00811478473702455
2021-03-10,0.010031085696194
2021-03-11,0.0119587962926872
2021-03-12,0.0123985349321824
2021-03-13,0.012576976660882
2021-03-14,0.0126062823356023
2021-03-15,0.0124848498418439
2021-03-16,0.012232854783133
2021-03-17,0.0119861140835724
2021-03-18,0.0120002383366848
2021-03-19,0.0112931088353774
2021-03-20,0.0107655725289845
2021-03-21,0.0108863082010937
2021-03-22,0.0105539872299646
2021-03-23,0.0139458421375451
2021-03-24,0.0140715222465044
2021-03-25,0.0139788303371287
2021-03-26,0.0137099369320538
2021-03-27,0.0124547856296372
2021-03-28,0.0162845576104002
2021-03-29,0.0212090823640609
2021-03-30,0.0275066129961405
2021-03-31,0.0334124881492634
2021-04-01,0.0329793589713688
2021-04-02,0.0323901866947553
2021-04-03,0.0290948779012909
2021-04-04,0.0268308205726365
2021-04-05,0.0241985115681708
2021-04-06,0.0221537874480907
2021-04-07,0.0202955787038737
2021-04-08,0.0190544117862972
2021-04-09,0.0183032139875459
2021-04-10,0.0183435522493577
2021-04-11,0.0191086530318929
2021-04-12,0.0183853167990085
2021-04-13,0.0174747357580628
2021-04-14,0.0161300281456493
2021-04-15,0.0147841328835263
2021-04-16,0.0155811585511775
2021-04-17,0.021718274970011
2021-04-18,0.0200336571084251
2021-04-19,0.0192900162365111
2021-04-20,0.0199004498957741
2021-04-21,0.0199076008174048
2021-04-22,0.0184248701061405
2021-04-23,0.0189593080725778
2021-04-24,0.018904657667888
2021-04-25,0.0170006869530913
2021-04-26,0.0158715296069606
2021-04-27,0.0156823768819615
2021-04-28,0.0154910354946512
2021-04-29,0.0145477813798787
2021-04-30,0.0138191426964993
2021-05-01,0.0130407658203291
2021-05-02,0.0121409896934921
2021-05-03,0.0114485706646443
2021-05-04,0.0109022821245231
2021-05-05,0.0103007335184964
2021-05-06,0.00980400701859711
2021-05-07,0.00941548294372343
2021-05-08,0.00893851119994578
2021-05-09,0.00955555979813616
2021-05-10,0.010268927638585
2021-05-11,0.0129317606794163
2021-05-12,0.0140134206104452
2021-05-13,0.013169148719647
2021-05-14,0.0134030924685316
2021-05-15,0.0139418728082164
2021-05-16,0.0135766698170023
2021-05-17,0.0152059532706066
2021-05-18,0.0160101383761557
2021-05-19,0.0145741713372483
2021-05-20,0.0206066986466961
2021-05-21,0.0268555336472566
2021-05-22,0.0268369510593719
2021-05-23,0.0266876043084638
2021-05-24,0.0215634557383144
2021-05-25,0.0235139662589007
2021-05-26,0.0214358814675813
2021-05-27,0.021043395097698
2021-05-28,0.0195771955393268
2021-05-29,0.0190795729753706
2021-05-30,0.0154207093552184
2021-05-31,0.0134457601035564
2021-06-01,0.00960880596244985
2021-06-02,0.00618875879367492
2021-06-03,0.00428427780661139
2021-06-04,0.00316775406916126
2021-06-05,0.00294929504296738
2021-06-06,0.0044679327777519
2021-06-07,0.00642397529202564
2021-06-08,0.00717095934063066
2021-06-09,0.00793107325616426
2021-06-10,0.00807364677171807
2021-06-11,0.0071937089497599
2021-06-12,0.00771232286520684
2021-06-13,0.00757217559959308
2021-06-14,0.00932253325351052
2021-06-15,0.00955014125995011
2021-06-16,0.00799068858006816
2021-06-17,0.00679472296478147
2021-06-18,0.00696902702725005
2021-06-19,0.0080131986093568
2021-06-20,0.00949140481922099
2021-06-21,0.00930196579847887
2021-06-22,0.0184938219788307
2021-06-23,0.0192929017394859
2021-06-24,0.0179270530154652
2021-06-25,0.0209738032283287
2021-06-26,0.0320148027654778
2021-06-27,0.038048734380334
2021-06-28,0.0588822758426069
2021-06-29,0.0749277136957616
2021-06-30,0.0429124169799629
2021-07-01,0.0153282047602036
